Start,End,ClosedPattern,Support
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",240
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",396
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2577
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",104
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443}",3666
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=151.101.193.28, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=220.243.219.55}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=66.254.103.139, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",14
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=72.21.91.70, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=72.21.91.70, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",14
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=172.217.3.110, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Destination IP=172.217.3.110, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Total Length of Bwd Packets=bin0}",18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=204.154.111.116, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=204.154.111.112, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=199.166.0.200, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",23
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=199.166.0.200, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=173.241.242.143, Total Length of Fwd Packets=bin0}",25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=69.172.216.111, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",95
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=69.172.216.111, Total Length of Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",93
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",344
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",609
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",2498
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",3305
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",240
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",398
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",2563
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",3667
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=157.240.18.19, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",26
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin1, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",64
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin3, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",27
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",80
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin1, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",284
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",83
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",195
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",192
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",278
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",607
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2499
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",3301
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=173.241.242.143, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin3, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",49
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",239
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",237
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",395
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",393
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",2576
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=104.85.11.111, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=172.224.5.142, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=207.178.0.75, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin1, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",42
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",3669
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=23.208.89.217, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=172.217.11.14}",10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination IP=104.19.196.102, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=23.53.114.179, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=72.21.81.48, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination IP=72.21.81.48}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=220.243.219.55}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Destination IP=220.243.219.55}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=192.229.173.213, Total Length of Fwd Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=151.101.129.5, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=172.217.11.2, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=174.35.72.217, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=172.217.10.2, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",17
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=157.240.2.25, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=157.240.2.25, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=157.240.18.5, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",20
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Destination IP=157.240.18.5}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=173.241.242.143, Total Length of Fwd Packets=bin0}",17
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=157.240.18.19, Total Length of Fwd Packets=bin0}",26
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Total Fwd Packets=bin0, Destination IP=91.207.59.161, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",33
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin3, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=199.59.88.242, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",16
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=199.59.88.242, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",45
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0, Destination IP=199.59.88.242, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Destination IP=185.13.88.201, Total Length of Fwd Packets=bin0}",74
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",27
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin2, Destination Port=443, Idle Mean=bin1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",17
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin3, Destination Port=443, Idle Mean=bin1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",80
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin1, Destination Port=443, Idle Mean=bin1, Total Backward Packets=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0}",14
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Destination Port=443, Total Length of Bwd Packets=bin0, Idle Mean=bin1, Total Length of Fwd Packets=bin0}",22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin2, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",85
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",199
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, Idle Mean=bin2}",54
